title	abstract	journal	publication_date	doi	authors	pos	pos_last
T cell phenotypes associated with insulin resistance: results from the Berlin Aging Study II.	"Obesity is associated with chronic low-grade inflammation leading to metabolic and cardiovascular diseases, but a subset of obese individuals is considered insulin sensitive (IS). The underlying pathophysiologic mechanisms remain elusive and clinical studies on the relationship between inflammatory markers and metabolically healthy obesity (MHO) are scarce.
In this cross-sectional analysis, we included a sample of 437 older participants (60-84 years) from the Berlin Aging Study II (BASE-II). Peripheral blood mononuclear cells were isolated, immune cell subsets were analyzed with multiparameter flow cytometry and systemic cytokine levels were measured. Immune cell parameters were correlated with metabolic measures and multiple linear regression analysis was conducted and adjusted for various demographic and clinical factors.
We found that frequencies of naïve and memory CD4
These findings support the hypothesis that parameters of systemic inflammation can differentiate IS from IR obese individuals that are at higher risk for cardiometabolic diseases and may have clinical implications with regard to obesity treatment stratification.
DRKS00009277 . Registered 31 August 2015 - Retrospectively registered."	Immunity & ageing : I & A	2020-12-23	10.1186/s12979-020-00211-y	Sbierski-Kind,J|Goldeck,D|Buchmann,N|Spranger,J|Volk,HD|Steinhagen-Thiessen,E|Pawelec,G|Demuth,I|Spira,D	5	5
Regulatory T cells for minimising immune suppression in kidney transplantation: phase I/IIa clinical trial.	"To assess whether reshaping of the immune balance by infusion of autologous natural regulatory T cells (nTregs) in patients after kidney transplantation is safe, feasible, and enables the tapering of lifelong high dose immunosuppression, with its limited efficacy, adverse effects, and high direct and indirect costs, along with addressing several key challenges of nTreg treatment, such as easy and robust manufacturing, danger of over immunosuppression, interaction with standard care drugs, and functional stability in an inflammatory environment in a useful proof-of-concept disease model.
Investigator initiated, monocentre, nTreg dose escalation, phase I/IIa clinical trial (ONEnTreg13).
Charité-University Hospital, Berlin, Germany, within the ONE study consortium (funded by the European Union).
Recipients of living donor kidney transplant (ONEnTreg13, n=11) and corresponding reference group trial (ONErgt11-CHA, n=9).
CD4+ CD25+ FoxP3+ nTreg products were given seven days after kidney transplantation as one intravenous dose of 0.5, 1.0, or 2.5-3.0×10
The primary clinical and safety endpoints were assessed by a composite endpoint at week 60 with further three year follow-up. The assessment included incidence of biopsy confirmed acute rejection, assessment of nTreg infusion related adverse effects, and signs of over immunosuppression. Secondary endpoints addressed allograft functions. Accompanying research included a comprehensive exploratory biomarker portfolio.
For all patients, nTreg products with sufficient yield, purity, and functionality could be generated from 40-50 mL of peripheral blood taken two weeks before kidney transplantation. None of the three nTreg dose escalation groups had dose limiting toxicity. The nTreg and reference groups had 100% three year allograft survival and similar clinical and safety profiles. Stable monotherapy immunosuppression was achieved in eight of 11 (73%) patients receiving nTregs, while the reference group remained on standard dual or triple drug immunosuppression (P=0.002). Mechanistically, the activation of conventional T cells was reduced and nTregs shifted in vivo from a polyclonal to an oligoclonal T cell receptor repertoire.
The application of autologous nTregs was safe and feasible even in patients who had a kidney transplant and were immunosuppressed. These results warrant further evaluation of Treg efficacy and serve as the basis for the development of next generation nTreg approaches in transplantation and any immunopathologies.
NCT02371434 (ONEnTreg13) and EudraCT:2011-004301-24 (ONErgt11)."	BMJ (Clinical research ed.)	2020-10-23	10.1136/bmj.m3734	Roemhild,A|Otto,NM|Moll,G|Abou-El-Enein,M|Kaiser,D|Bold,G|Schachtner,T|Choi,M|Oellinger,R|Landwehr-Kenzel,S|Juerchott,K|Sawitzki,B|Giesler,C|Sefrin,A|Beier,C|Wagner,DL|Schlickeiser,S|Streitz,M|Schmueck-Henneresse,M|Amini,L|Stervbo,U|Babel,N|Volk,HD|Reinke,P	23	2
Differential immunological signature at the culprit site distinguishes acute coronary syndrome with intact from acute coronary syndrome with ruptured fibrous cap: results from the prospective translational OPTICO-ACS study.	"Acute coronary syndromes with intact fibrous cap (IFC-ACS), i.e. caused by coronary plaque erosion, account for approximately one-third of ACS. However, the underlying pathophysiological mechanisms as compared with ACS caused by plaque rupture (RFC-ACS) remain largely undefined. The prospective translational OPTICO-ACS study programme investigates for the first time the microenvironment of ACS-causing culprit lesions (CL) with intact fibrous cap by molecular high-resolution intracoronary imaging and simultaneous local immunological phenotyping.
The CL of 170 consecutive ACS patients were investigated by optical coherence tomography (OCT) and simultaneous immunophenotyping by flow cytometric analysis as well as by effector molecule concentration measurements across the culprit lesion gradient (ratio local/systemic levels). Within the study cohort, IFC caused 24.6% of ACS while RFC-ACS caused 75.4% as determined and validated by two independent OCT core laboratories. The IFC-CL were characterized by lower lipid content, less calcification, a thicker overlying fibrous cap, and largely localized near a coronary bifurcation as compared with RFC-CL. The microenvironment of IFC-ACS lesions demonstrated selective enrichment in both CD4+ and CD8+ T-lymphocytes (+8.1% and +11.2%, respectively, both P < 0.05) as compared with RFC-ACS lesions. T-cell-associated extracellular circulating microvesicles (MV) were more pronounced in IFC-ACS lesions and a significantly higher amount of CD8+ T-lymphocytes was detectable in thrombi aspirated from IFC-culprit sites. Furthermore, IFC-ACS lesions showed increased levels of the T-cell effector molecules granzyme A (+22.4%), perforin (+58.8%), and granulysin (+75.4%) as compared with RFC plaques (P < 0.005). Endothelial cells subjected to culture in disturbed laminar flow conditions, i.e. to simulate coronary flow near a bifurcation, demonstrated an enhanced adhesion of CD8+T cells. Finally, both CD8+T cells and their cytotoxic effector molecules caused endothelial cell death, a key potential pathophysiological mechanism in IFC-ACS.
The OPTICO-ACS study emphasizes a novel mechanism in the pathogenesis of IFC-ACS, favouring participation of the adaptive immune system, particularly CD4+ and CD8+ T-cells and their effector molecules. The different immune signatures identified in this study advance the understanding of coronary plaque progression and may provide a basis for future development of personalized therapeutic approaches to ACS with IFC.
The study was registered at clinicalTrials.gov (NCT03129503)."	European heart journal	2020-10-21	10.1093/eurheartj/ehaa703	Leistner,DM|Kränkel,N|Meteva,D|Abdelwahed,YS|Seppelt,C|Stähli,BE|Rai,H|Skurk,C|Lauten,A|Mochmann,HC|Fröhlich,G|Rauch-Kröhnert,U|Flores,E|Riedel,M|Sieronski,L|Kia,S|Strässler,E|Haghikia,A|Dirks,F|Steiner,JK|Mueller,DN|Volk,HD|Klotsche,J|Joner,M|Libby,P|Landmesser,U	22	5
Placenta-Derived Cell Therapy to Treat Patients With Respiratory Failure Due to Coronavirus Disease 2019.	"To determine whether placental cell therapy PLacental eXpanded (PLX)-PAD (Pluristem Therapeutics, Haifa, Israel) may be beneficial to treating critically ill patients suffering from acute respiratory distress syndrome due to coronavirus disease 2019.
Retrospective case report of critically ill coronavirus disease 2019 patients treated with PLacental eXpanded (PLX)-PAD from March 26, 2020, to April 4, 2020, with follow-up through May 2, 2020.
Four hospitals in Israel (Rambam Health Care Campus, Bnai Zion Medical Center, and Samson Assuta Ashdod University Hospital), and Holy Name Medical Center in New Jersey.
Eight critically ill patients on invasive mechanical ventilation, suffering from acute respiratory distress syndrome due to coronavirus disease 2019.
Intramuscular injection of PLacental eXpanded (PLX)-PAD (300 × 10
Mortality, time to discharge, and changes in blood and respiratory variables were monitored during hospitalization to day 17 posttreatment. Of the eight patients treated (median age 55 yr, seven males and one female), five were discharged, two remained hospitalized, and one died. By day 3 postinjection, mean C-reactive protein fell 45% (240.3-131.3 mg/L; 
Improvement in several variables such as C-reactive protein, positive end-expiratory pressure, and Pao"	Critical care explorations	2020-09-29	10.1097/CCE.0000000000000207	Barkama,R|Mayo,A|Paz,A|Solopov,A|Mann,T|Vadasz,Z|Appel,T|Ofir,R|Shani,L|Sheleg,M|Allen,H|Shaked Nitzan,R|Tsarfaty,N|Gilad,H|Birch,T|Kachel,E|Reinke,P|Volk,HD|Zalts,R|Raz Pasteur,A	18	3
CRISPR-Cas9-Edited Tacrolimus-Resistant Antiviral T Cells for Advanced Adoptive Immunotherapy in Transplant Recipients.	Viral infections, such as with cytomegalovirus (CMV), remain a major risk factor for mortality and morbidity of transplant recipients because of their requirement for lifelong immunosuppression (IS). Antiviral drugs often cause toxicity and sometimes fail to control disease. Thus, regeneration of the antiviral immune response by adoptive antiviral T cell therapy is an attractive alternative. Our recent data, however, show only short-term efficacy in some solid organ recipients, possibly because of malfunction in transferred T cells caused by ongoing IS. We developed a vector-free clustered regularly interspaced short palindromic repeats (CRISPR)-Cas9-based good manufacturing practice (GMP)-compliant protocol that efficiently targets and knocks out the gene for the adaptor protein FK506-binding protein 12 (FKBP12), required for the immunosuppressive function of tacrolimus. This was achieved by transient delivery of ribonucleoprotein complexes into CMV-specific T cells by electroporation. We confirmed the tacrolimus resistance of our gene-edited T cell products in vitro and demonstrated performance comparable with non-tacrolimus-treated unmodified T cells. The alternative calcineurin inhibitor cyclosporine A can be administered as a safety switch to shut down tacrolimus-resistant T cell activity in case of adverse effects. Furthermore, we performed safety assessments as a prerequisite for translation to first-in-human applications.	Molecular therapy : the journal of the American Society of Gene Therapy	2020-09-22	10.1016/j.ymthe.2020.09.011	Amini,L|Wagner,DL|Rössler,U|Zarrinrad,G|Wagner,LF|Vollmer,T|Wendering,DJ|Kornak,U|Volk,HD|Reinke,P|Schmueck-Henneresse,M	9	3
The herbal extract EPs® 7630 increases the antimicrobial airway defense through monocyte-dependent induction of IL-22 in T cells.	The phytotherapeutic compound EPs® 7630, an extract manufactured from Pelargonium sidoides roots, is frequently used for the treatment of airway infections. Nevertheless, the knowledge of the mode of action of EPs® 7630 is still sparse. Our study aimed at further elucidating the underlying pharmacological mechanisms by focusing on antimicrobial defense mechanisms of EPs® 7630. While investigating the influence of EPs® 7630 on lymphokine production by PBMCs, we found that EPs® 7630 is a novel inducer of IL-22 and IL-17. This cytokine-inducing effect was most pronounced for IL-22 and clearly dose-dependent starting from 1 μg/ml of the extract. Furthermore, EPs® 7630 pretreatment selectively enhanced the IL-22 and IL-17 production capacity of CD3/28-activated PBMCs while strongly limiting the IFN-γ production capacity of innate lymphoid cells. The relevance of EPs® 7630-induced IL-22 production was proven in vitro and in vivo, where IL-22 provoked a strong increase of the antimicrobial protein S100A9 in lung epithelial cells and pulmonary tissue, respectively. A detailed analysis of IL-22 induction modi revealed no direct influence of EPs® 7630 on the basal or anti-CD3/CD28 antibody-induced IL-22 production by CD4	Journal of molecular medicine (Berlin, Germany)	2020-09-20	10.1007/s00109-020-01970-3	Witte,K|Koch,E|Volk,HD|Wolk,K|Sabat,R	3	3
Severe COVID-19 Is Marked by a Dysregulated Myeloid Cell Compartment.	Coronavirus disease 2019 (COVID-19) is a mild to moderate respiratory tract infection, however, a subset of patients progress to severe disease and respiratory failure. The mechanism of protective immunity in mild forms and the pathogenesis of severe COVID-19 associated with increased neutrophil counts and dysregulated immune responses remain unclear. In a dual-center, two-cohort study, we combined single-cell RNA-sequencing and single-cell proteomics of whole-blood and peripheral-blood mononuclear cells to determine changes in immune cell composition and activation in mild versus severe COVID-19 (242 samples from 109 individuals) over time. HLA-DR	Cell	2020-08-19	10.1016/j.cell.2020.08.001	Schulte-Schrepping,J|Reusch,N|Paclik,D|Baßler,K|Schlickeiser,S|Zhang,B|Krämer,B|Krammer,T|Brumhard,S|Bonaguro,L|De Domenico,E|Wendisch,D|Grasshoff,M|Kapellos,TS|Beckstette,M|Pecht,T|Saglam,A|Dietrich,O|Mei,HE|Schulz,AR|Conrad,C|Kunkel,D|Vafadarnejad,E|Xu,CJ|Horne,A|Herbert,M|Drews,A|Thibeault,C|Pfeiffer,M|Hippenstiel,S|Hocke,A|Müller-Redetzky,H|Heim,KM|Machleidt,F|Uhrig,A|Bosquillon de Jarcy,L|Jürgens,L|Stegemann,M|Glösenkamp,CR|Volk,HD|Goffinet,C|Landthaler,M|Wyler,E|Georg,P|Schneider,M|Dang-Heine,C|Neuwinger,N|Kappert,K|Tauber,R|Corman,V|Raabe,J|Kaiser,KM|Vinh,MT|Rieke,G|Meisel,C|Ulas,T|Becker,M|Geffers,R|Witzenrath,M|Drosten,C|Suttorp,N|von Kalle,C|Kurth,F|Händler,K|Schultze,JL|Aschenbrenner,AC|Li,Y|Nattermann,J|Sawitzki,B|Saliba,AE|Sander,LE|None,None	40	33
The H-Y Antigen in Embryonic Stem Cells Causes Rejection in Syngeneic Female Recipients.	Pluripotent stem cells are promising candidates for cell-based regenerative therapies. To avoid rejection of transplanted cells, several approaches are being pursued to reduce immunogenicity of the cells or modulate the recipient's immune response. These include gene editing to reduce the antigenicity of cell products, immunosuppression of the host, or using major histocompatibility complex-matched cells from cell banks. In this context, we have investigated the antigenicity of H-Y antigens, a class of minor histocompatibility antigens encoded by the Y chromosome, to assess whether the gender of the donor affects the cell's antigenicity. In a murine transplant model, we show that the H-Y antigen in undifferentiated embryonic stem cells (ESCs), as well as ESC-derived endothelial cells, provokes T- and B cell responses in female recipients.	Stem cells and development	2020-07-30	10.1089/scd.2019.0299	Hu,X|Kueppers,ST|Kooreman,NG|Gravina,A|Wang,D|Tediashvili,G|Schlickeiser,S|Frentsch,M|Nikolaou,C|Thiel,A|Marcus,S|Fuchs,S|Velden,J|Reichenspurner,H|Volk,HD|Deuse,T|Schrepfer,S	15	3
MSC Therapies for COVID-19: Importance of Patient Coagulopathy, Thromboprophylaxis, Cell Product Quality and Mode of Delivery for Treatment Safety and Efficacy.	Numerous clinical trials of mesenchymal stromal/stem cells (MSCs) as a new treatment for coronavirus-induced disease (COVID-19) have been registered recently, most of them based on intravenous (IV) infusion. There is no approved effective therapy for COVID-19, but MSC therapies have shown first promise in the treatment of acute respiratory distress syndrome (ARDS) pneumonia, inflammation, and sepsis, which are among the leading causes of mortality in COVID-19 patients. Many of the critically ill COVID-19 patients are in a hypercoagulable procoagulant state and at high risk for disseminated intravascular coagulation, thromboembolism, and thrombotic multi-organ failure, another cause of high fatality. It is not yet clear whether IV infusion is a safe and effective route of MSC delivery in COVID-19, since MSC-based products express variable levels of highly procoagulant tissue factor (TF/CD142), compromising the cells' hemocompatibility and safety profile. Of concern, IV infusions of poorly characterized MSC products with unchecked (high) TF/CD142 expression could trigger blood clotting in COVID-19 and other vulnerable patient populations and further promote the risk for thromboembolism. In contrast, well-characterized products with robust manufacturing procedures and optimized modes of clinical delivery hold great promise for ameliorating COVID-19 by exerting their beneficial immunomodulatory effects, inducing tissue repair and organ protection. While the need for MSC therapy in COVID-19 is apparent, integrating both innate and adaptive immune compatibility testing into the current guidelines for cell, tissue, and organ transplantation is critical for safe and effective therapies. It is paramount to only use well-characterized, safe MSCs even in the most urgent and experimental treatments. We here propose three steps to mitigate the risk for these vulnerable patients: (1) updated clinical guidelines for cell and tissue transplantation, (2) updated minimal criteria for characterization of cellular therapeutics, and (3) updated cell therapy routines reflecting specific patient needs.	Frontiers in immunology	2020-06-24	10.3389/fimmu.2020.01091	Moll,G|Drzeniek,N|Kamhieh-Milz,J|Geissler,S|Volk,HD|Reinke,P	5	2
Transient antibody targeting of CD45RC inhibits the development of graft-versus-host disease.	Allogeneic bone marrow transplantation (BMT) is a widely spread treatment of many hematological diseases, but its most important side effect is graft-versus-host disease (GVHD). Despite the development of new therapies, acute GVHD (aGVHD) occurs in 30% to 50% of allogeneic BMT and is characterized by the generation of effector T (Teff) cells with production of inflammatory cytokines. We previously demonstrated that a short anti-CD45RC monoclonal antibody (mAb) treatment in a heart allograft rat model transiently decreased CD45RChigh Teff cells and increased regulatory T cell (Treg) number and function allowing long-term donor-specific tolerance. Here, we demonstrated in rat and mouse allogeneic GVHD, as well as in xenogeneic GVHD mediated by human T cells in NSG mice, that both ex vivo depletion of CD45RChigh T cells and in vivo treatment with short-course anti-CD45RC mAbs inhibited aGVHD. In the rat model, we demonstrated that long surviving animals treated with anti-CD45RC mAbs were fully engrafted with donor cells and developed a donor-specific tolerance. Finally, we validated the rejection of a human tumor in NSG mice infused with human cells and treated with anti-CD45RC mAbs. The anti-human CD45RC mAbs showed a favorable safety profile because it did not abolish human memory antiviral immune responses, nor trigger cytokine release in in vitro assays. Altogether, our results show the potential of a prophylactic treatment with anti-human CD45RC mAbs in combination with rapamycin as a new therapy to treat aGVHD without abolishing the antitumor effect.	Blood advances	2020-06-09	10.1182/bloodadvances.2020001688	Boucault,L|Lopez Robles,MD|Thiolat,A|Bézie,S|Schmueck-Henneresse,M|Braudeau,C|Vimond,N|Freuchet,A|Autrusseau,E|Charlotte,F|Redjoul,R|Beckerich,F|Leclerc,M|Piaggio,E|Josien,R|Volk,HD|Maury,S|Cohen,JL|Anegon,I|Guillonneau,C	16	5
Association between Subcutaneous Adipose Tissue Inflammation, Insulin Resistance, and Calorie Restriction in Obese Females.	The worldwide epidemic of overweight and obesity has led to an increase in associated metabolic comorbidities. Obesity induces chronic low-grade inflammation in white adipose tissue (WAT). However, the function and regulation of both innate and adaptive immune cells in human WAT under conditions of obesity and calorie restriction (CR) is not fully understood yet. Using a randomized interventional design, we investigated postmenopausal overweight or obese female subjects who either underwent CR for 3 mo followed by a 4-wk phase of weight maintenance or had to maintain a stable weight over the whole study period. A comprehensive immune phenotyping protocol was conducted using validated multiparameter flow cytometry analysis in blood and s.c. WAT (SAT). The TCR repertoire was analyzed by next-generation sequencing and cytokine levels were determined in SAT. Metabolic parameters were determined by hyperinsulinemic-euglycemic clamp. We found that insulin resistance correlates significantly with a shift toward the memory T cell compartment in SAT. TCR analysis revealed a diverse repertoire in SAT of overweight or obese individuals. Additionally, whereas weight loss improved systemic insulin sensitivity in the intervention group, SAT displayed no significant improvement of inflammatory parameters (cytokine levels and leukocyte subpopulations) compared with the control group. Our data demonstrate the accumulation of effector memory T cells in obese SAT and an association between systemic glucose homeostasis and inflammatory parameters in obese females. The long-standing effect of obesity-induced changes in SAT was demonstrated by preserved immune cell composition after short-term CR-induced weight loss.	Journal of immunology (Baltimore, Md. : 1950)	2020-06-03	10.4049/jimmunol.2000108	Sbierski-Kind,J|Mai,K|Kath,J|Jurisch,A|Streitz,M|Kuchenbecker,L|Babel,N|Nienen,M|Jürchott,K|Spranger,L|Jumpertz von Schwartzenberg,R|Decker,AM|Krüger,U|Volk,HD|Spranger,J	14	2
Regulatory cell therapy in kidney transplantation (The ONE Study): a harmonised design and analysis of seven non-randomised, single-arm, phase 1/2A trials.	"Use of cell-based medicinal products (CBMPs) represents a state-of-the-art approach for reducing general immunosuppression in organ transplantation. We tested multiple regulatory CBMPs in kidney transplant trials to establish the safety of regulatory CBMPs when combined with reduced immunosuppressive treatment.
The ONE Study consisted of seven investigator-led, single-arm trials done internationally at eight hospitals in France, Germany, Italy, the UK, and the USA (60 week follow-up). Included patients were living-donor kidney transplant recipients aged 18 years and older. The reference group trial (RGT) was a standard-of-care group given basiliximab, tapered steroids, mycophenolate mofetil, and tacrolimus. Six non-randomised phase 1/2A cell therapy group (CTG) trials were pooled and analysed, in which patients received one of six CBMPs containing regulatory T cells, dendritic cells, or macrophages; patient selection and immunosuppression mirrored the RGT, except basiliximab induction was substituted with CBMPs and mycophenolate mofetil tapering was allowed. None of the trials were randomised and none of the individuals involved were masked. The primary endpoint was biopsy-confirmed acute rejection (BCAR) within 60 weeks after transplantation; adverse event coding was centralised. The RTG and CTG trials are registered with ClinicalTrials.gov, NCT01656135, NCT02252055, NCT02085629, NCT02244801, NCT02371434, NCT02129881, and NCT02091232.
The seven trials took place between Dec 11, 2012, and Nov 14, 2018. Of 782 patients assessed for eligibility, 130 (17%) patients were enrolled and 104 were treated and included in the analysis. The 66 patients who were treated in the RGT were 73% male and had a median age of 47 years. The 38 patients who were treated across six CTG trials were 71% male and had a median age of 45 years. Standard-of-care immunosuppression in the recipients in the RGT resulted in a 12% BCAR rate (expected range 3·2-18·0). The overall BCAR rate for the six parallel CTG trials was 16%. 15 (40%) patients given CBMPs were successfully weaned from mycophenolate mofetil and maintained on tacrolimus monotherapy. Combined adverse event data and BCAR episodes from all six CTG trials revealed no safety concerns when compared with the RGT. Fewer episodes of infections were registered in CTG trials versus the RGT.
Regulatory cell therapy is achievable and safe in living-donor kidney transplant recipients, and is associated with fewer infectious complications, but similar rejection rates in the first year. Therefore, immune cell therapy is a potentially useful therapeutic approach in recipients of kidney transplant to minimise the burden of general immunosuppression.
The 7th EU Framework Programme."	Lancet (London, England)	2020-05-25	10.1016/S0140-6736(20)30167-7	Sawitzki,B|Harden,PN|Reinke,P|Moreau,A|Hutchinson,JA|Game,DS|Tang,Q|Guinan,EC|Battaglia,M|Burlingham,WJ|Roberts,ISD|Streitz,M|Josien,R|Böger,CA|Scottà,C|Markmann,JF|Hester,JL|Juerchott,K|Braudeau,C|James,B|Contreras-Ruiz,L|van der Net,JB|Bergler,T|Caldara,R|Petchey,W|Edinger,M|Dupas,N|Kapinsky,M|Mutzbauer,I|Otto,NM|Öllinger,R|Hernandez-Fuentes,MP|Issa,F|Ahrens,N|Meyenberg,C|Karitzky,S|Kunzendorf,U|Knechtle,SJ|Grinyó,J|Morris,PJ|Brent,L|Bushell,A|Turka,LA|Bluestone,JA|Lechler,RI|Schlitt,HJ|Cuturi,MC|Schlickeiser,S|Friend,PJ|Miloud,T|Scheffold,A|Secchi,A|Crisalli,K|Kang,SM|Hilton,R|Banas,B|Blancho,G|Volk,HD|Lombardi,G|Wood,KJ|Geissler,EK	58	4
Dialysis therapy is associated with peripheral marginal zone B-cell augmentation.	Chronic kidney disease stage 5 (CKD5) dialysis patients who stay long term in uremic environment often exhibit several, poorly defined, immune impairments. In this study, we assessed peripheral virus-specific effector/memory cells and subpopulations of T, B and DC cells using ELISPOT and FACS methods in 74 low-risk kidney transplant candidates without anti-HLA antibodies, prior to transplantation in pre-emptive (never experienced dialysis) and dialysis cohorts. There was difference in circulating marginal zone B cells (MZB) (IgD	Transplant immunology	2020-04-02	10.1016/j.trim.2020.101289	Stranavova,L|Hruba,P|Slatinska,J|Sawitzki,B|Reinke,P|Volk,HD|Viklicky,O	6	2
Toward an Optimized Process for Clinical Manufacturing of CAR-Treg Cell Therapy.	Chimeric antigen receptor (CAR) technology and its application to regulatory T cells (Tregs) has garnered interest among researchers in the field of cell and gene therapy. Merging the benefits of CAR technology with Tregs offers a novel and promising therapeutic option for durable reshaping of undesired immune responses following solid organ or hematopoietic stem cell transplantation, as well as in immune-related disorders. However, major challenges remain for developing a standardized and robust good manufacturing practice (GMP)-compliant manufacturing process for CAR-Treg cells. We review current progress in the field and recommend ways to improve CAR-Treg manufacturing processes based on lessons learned from first-generation Treg therapeutics as well as from anticancer CAR-T cell development.	Trends in biotechnology	2020-01-27	10.1016/j.tibtech.2019.12.009	Fritsche,E|Volk,HD|Reinke,P|Abou-El-Enein,M	2	3
Increased presence and differential molecular imprinting of transit amplifying cells in psoriasis.	Psoriasis is a very common chronic inflammatory skin disease characterized by epidermal thickening and scaling resulting from keratinocyte hyperproliferation and impaired differentiation. Pathomechanistic studies in psoriasis are often limited by using whole skin tissue biopsies, neglecting their stratification and cellular diversity. This study aimed at characterizing epidermal alterations in psoriasis at the level of keratinocyte populations. Epidermal cell populations were purified from skin biopsies of psoriasis patients and healthy donors using a novel cell type-specific approach. Molecular characterization of the transit-amplifying cells (TAC), the key players of epidermal renewal, was performed using immunocytofluorescence-technique and integrated multiscale-omics analyses. Already TAC from non-lesional psoriatic skin showed altered methylation and differential expression in 1.7% and 1.0% of all protein-coding genes, respectively. In psoriatic lesions, TAC were strongly expanded showing further increased differentially methylated (10-fold) and expressed (22-fold) genes numbers. Importantly, 17.2% of differentially expressed genes were associated with respective gene methylations. Compared with non-lesional TAC, pathway analyses revealed metabolic alterations as one feature predominantly changed in TAC derived from active psoriatic lesions. Overall, our study showed stage-specific molecular alterations, allows new insights into the pathogenesis, and implies the involvement of epigenetic mechanisms in lesion development in psoriasis. KEY MESSAGES: Transit amplifying cell (TAC) numbers are highly increased in psoriatic lesions Psoriatic TAC show profound molecular alterations & stage-specific identity TAC from unaffected areas already show first signs of molecular alterations Lesional TAC show a preference in metabolic-related alterations.	Journal of molecular medicine (Berlin, Germany)	2019-12-14	10.1007/s00109-019-01860-3	Witte,K|Jürchott,K|Christou,D|Hecht,J|Salinas,G|Krüger,U|Klein,O|Kokolakis,G|Witte-Händel,E|Mössner,R|Volk,HD|Wolk,K|Sabat,R	11	3
Mechanisms of Immune Tolerance in Liver Transplantation-Crosstalk Between Alloreactive T Cells and Liver Cells With Therapeutic Prospects.	Liver transplantation (LTx) is currently the most powerful treatment for end-stage liver disease. Although liver allograft is more tolerogenic compared to other solid organs, the majority of LTx recipients still require long-term immune suppression (IS) to control the undesired alloimmune responses, which can lead to severe side effects. Thus, understanding the mechanism of liver transplant tolerance and crosstalk between immune cells, especially alloreactive T cells and liver cells, can shed light on more specific tolerance induction strategies for future clinical translation. In this review, we focus on alloreactive T cell mediated immune responses and their crosstalk with liver sinusoidal endothelial cells (LSECs), hepatocytes, hepatic stellate cells (HSCs), and cholangiocytes in transplant setting. Liver cells mainly serve as antigen presenting cells (APCs) to T cells, but with low expression of co-stimulatory molecules. Crosstalk between them largely depends on the different expression of adhesion molecules and chemokine receptors. Inflammatory cytokines secreted by immune cells further elaborate this crosstalk and regulate the fate of naïve T cells differentiation within the liver graft. On the other hand, regulatory T cells (Tregs) play an essential role in inducing and keeping immune tolerance in LTx. Tregs based adoptive cell therapy provides an excellent therapeutic option for clinical transplant tolerance induction. However, many questions regarding cell therapy still need to be solved. Here we also address the current clinical trials of adoptive Tregs therapy and other tolerance induction strategies in LTx, together with future challenges for clinical translation from bench to bedside.	Frontiers in immunology	2019-12-06	10.3389/fimmu.2019.02667	Lei,H|Reinke,P|Volk,HD|Lv,Y|Wu,R	3	3
